day,طحين,سكر,زيت,رز,خميرة,ملح,عدس,فول,حمص,تمر,لبن,جبنة,بيض,شاي,قهوة,معكرونة,عسل,سمك,لحم,دجاج,برغل,صلصة,حلاوة,السيرج,سيرج,بطاطا,بندورة,خيار,فلفل,باذنجان
2025-05-17,25.0,25.0,2.78,2.78,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,5.56,5.56,0.0,8.33,0.0,0.0,0.0,0.0,0.0
2025-05-18,29.73,24.32,0.0,5.41,5.41,2.7,2.7,8.11,8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0.0,8.11,0.0,0.0,0.0,0.0,0.0
2025-05-19,52.63,10.53,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,26.32,0.0,0.0,0.0,0.0,0.0
2025-05-20,24.32,13.51,2.7,5.41,2.7,0.0,10.81,5.41,2.7,2.7,0.0,0.0,0.0,0.0,5.41,2.7,0.0,0.0,0.0,0.0,0.0,2.7,5.41,0.0,10.81,0.0,0.0,0.0,0.0,0.0
2025-05-21,30.23,16.28,0.0,0.0,4.65,0.0,4.65,4.65,4.65,2.33,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,16.28,0.0,6.98,0.0,0.0,0.0,0.0,0.0
2025-05-22,36.59,7.32,7.32,0.0,0.0,0.0,0.0,19.51,0.0,7.32,0.0,0.0,0.0,0.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-23,22.92,20.83,0.0,4.17,0.0,4.17,4.17,2.08,2.08,2.08,0.0,0.0,0.0,0.0,12.5,2.08,2.08,0.0,2.08,0.0,0.0,0.0,4.17,0.0,10.42,0.0,0.0,0.0,0.0,0.0
2025-05-24,13.95,27.91,4.65,0.0,0.0,2.33,0.0,2.33,2.33,9.3,0.0,2.33,0.0,0.0,0.0,0.0,4.65,0.0,4.65,0.0,0.0,0.0,0.0,0.0,13.95,0.0,0.0,0.0,0.0,0.0
2025-05-25,11.9,33.33,4.76,0.0,0.0,2.38,2.38,2.38,7.14,0.0,0.0,0.0,0.0,0.0,4.76,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,0.0,0.0
2025-05-26,16.33,22.45,6.12,2.04,0.0,0.0,2.04,2.04,4.08,4.08,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,12.24,0.0,18.37,0.0,0.0,0.0,0.0,0.0
2025-05-27,0.0,12.82,5.13,0.0,0.0,0.0,2.56,2.56,15.38,0.0,0.0,0.0,0.0,0.0,2.56,2.56,0.0,0.0,0.0,0.0,0.0,0.0,23.08,0.0,23.08,0.0,0.0,0.0,0.0,0.0
2025-05-28,15.07,28.77,1.37,1.37,0.0,0.0,15.07,8.22,1.37,0.0,0.0,0.0,0.0,0.0,0.0,5.48,0.0,0.0,0.0,0.0,0.0,0.0,9.59,0.0,12.33,0.0,0.0,0.0,0.0,0.0
2025-05-29,22.22,5.56,1.39,0.0,1.39,0.0,13.89,9.72,1.39,6.94,0.0,0.0,0.0,0.0,1.39,6.94,0.0,0.0,0.0,0.0,0.0,1.39,11.11,0.0,15.28,0.0,0.0,0.0,0.0,0.0
2025-05-30,36.36,12.12,0.0,3.03,3.03,0.0,6.06,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,12.12,0.0,0.0,0.0,0.0,0.0,6.06,6.06,0.0,12.12,0.0,0.0,0.0,0.0,0.0
2025-05-31,15.07,16.44,0.0,15.07,0.0,0.0,8.22,1.37,2.74,6.85,0.0,0.0,0.0,0.0,0.0,6.85,0.0,0.0,0.0,0.0,0.0,1.37,9.59,0.0,8.22,0.0,0.0,0.0,0.0,0.0
2025-06-01,10.67,13.33,1.33,12.0,0.0,0.0,12.0,4.0,12.0,5.33,0.0,0.0,0.0,0.0,0.0,2.67,2.67,0.0,1.33,0.0,0.0,1.33,8.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0
2025-06-02,19.15,9.57,28.72,2.13,2.13,0.0,9.57,1.06,8.51,2.13,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,1.06,0.0,0.0,1.06,3.19,0.0,6.38,0.0,0.0,0.0,0.0,0.0
2025-06-03,32.5,13.75,23.75,0.0,0.0,0.0,8.75,1.25,5.0,0.0,0.0,0.0,0.0,0.0,2.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2025-06-04,31.0,22.0,21.0,0.0,0.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2025-06-05,18.07,25.3,21.69,2.41,0.0,1.2,7.23,0.0,6.02,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,0.0,10.84,0.0,0.0,0.0,0.0,0.0
