day,طحين,سكر,زيت,رز,خميرة,ملح,عدس,فول,حمص,تمر,لبن,جبنة,بيض,شاي,قهوة,معكرونة,عسل,سمك,لحم,دجاج,برغل,صلصة,حلاوة,السيرج,سيرج,بطاطا,بندورة,خيار,فلفل,باذنجان
2025-06-14,20.0,33.33,0.0,0.0,0.0,0.0,26.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0
2025-06-15,45.83,29.17,8.33,4.17,4.17,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0
2025-06-16,41.67,16.67,0.0,8.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-17,20.69,68.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18,40.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2025-06-19,0.0,36.36,0.0,0.0,0.0,9.09,18.18,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-20,21.05,66.67,0.0,1.75,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-21,60.71,21.43,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0
2025-06-22,33.33,27.78,5.56,5.56,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0
2025-06-23,48.28,3.45,0.0,1.72,0.0,0.0,10.34,5.17,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.62,0.0,10.34,0.0,0.0,0.0,0.0,0.0
